Alert Fault code #,Alert message,Meaning,Color,Vehicle immediate response,Vehicle sends fault to AVCS?,Vehicle sends mi_request?,Severity,AVC Action, Remote Operator Action,Last Updated Version,Categorization,Ops Troubleshoot Guide,Notes,Stop Reason,PSA,KN,ABT,BNS,Rationale,Internal Comments,"trigger
breakdown",FT reference,Associated Reasons,,,,,,,,,,,,,,,,,,,,,
1010,Battery Charger Connected,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Battery Require Full Charging,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Battery Cutoff Protection,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,EPS Controller Fault,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Steering Configuration Fault,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Parking Brake Fault,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Service Brake Fault,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Command Threshold Error,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Steering Sequence Fault,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Oil Pump Error,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Low Motor Current,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,High Motor Current,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Low Motor Temperature,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,High Motor Temperature,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Low Motor Controller Temperature,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,High Motor Controller Temperature,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Heli Motor Fault Detected,,Amber,,No,No,INFO,,,unreleased,"Hardware /
Heli",,,FALSE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,HMI Hold Activated,The Hold status on the HMI display is active.,Amber,,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,N/A,N/A,Implemented,N/A,,From hmi module,,,,,,,,,,,,,,,,,,,,,,,,
1028,Waiting To Release Steering Lock,The vehicle is waiting for the steering lock to release on the ABT. It usually takes around 5 seconds for this situation to clear.,Red - Action Required,Vehicle performs Hard Stop and then Pause,No,"Yes, Non-Technical MI",INFO,,Communicate with the Safety Driver to examine the reason behind the direct intervention.,unreleased,"Manual Intervention /
Operational Process",,,TRUE,N/A,N/A,Implemented,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Steering Calibration in Progress,The vehicle is waiting for the steering calibration to complete before allowing movement in auto.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",unreleased,"Hardware /
Steering",,,TRUE,N/A,Tested,N/A,N/A,,,,,"1. Waiting to enter auto mode
2. Waiting for EPS to turn off
3. Waiting for EPS to turn back on
4. Turning steering to correct angle
5. Waiting for steering calibration to complete
6. Initiating EPS zeroing process",,,,,,,,,,,,,,,,,,,,,
2001,High Wheel Angle Feedback Mismatch,The wheel angle sensors are reporting a deviation of more than 7 degrees.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Steering",,,FALSE,N/A,Tested,N/A,N/A,,,,,"Wheel angle deviation as double
1.5 < Value <= 5.0",,,,,,,,,,,,,,,,,,,,,
2002,Critically High Wheel Angle Feedback Mismatch,The wheel angle sensors are reporting a deviation of more than 10 degrees.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",unreleased,"Hardware /
Steering",,,TRUE,N/A,Tested,N/A,N/A,,,,,"Wheel angle deviation as double
Value > 5.0",,,,,,,,,,,,,,,,,,,,,
2003,Fifth Wheel Initialization Failed,"The vehicle requires the fifth wheel to be set to a specific angle before it is able to move in auto. The value required will be visible from the display below this alert. The on-site personnel will need to set the vehicle to manual mode, move the fifth wheel to 12 degrees, then switch back to auto.",Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",unreleased,"Hardware /
Other Sensors",,,TRUE,N/A,Tested,N/A,Tested,,,,,"1. Waiting to receive fifth wheel feedback
2. Requires angle 14.000 degrees
3. Requires angle 9.000 degrees
4. Requires angle 6.000 degrees
5. ERROR",,,,,,,,,,,,,,,,,,,,,
2004,Line Detection Warning,The vehicle is not able to perform line detection. The reason for the failure will be shown together with this alert.,Amber,,No,No,INFO,,,unreleased,"Venti /
Middleware",,,FALSE,N/A,Tested,N/A,N/A,,,,,"1. Special Zone Not Available
2. Failed to Initialize Node
3. In Sleep State
4. Detection TF Not Available
5. Too Far From Leg Wall
6. Fifth Wheel Detection Result Not Reliable
7. In Detection State and Waiting For Publishing Local Route
8. In Detection State and Publish Empty Local Route
9. Reinitialize EKF
10. LiDAR Ring is Not Available
11. Unknown Reason",,,,,,,,,,,,,,,,,,,,,
2005,LiDAR Serial Number Mismatch (Trailer RS-LiDAR-16),"The serial number of the LiDAR does not match the software configuration. This may mean that the LiDAR has been replaced, in this case the software version will require an update.",Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Reconfiguration required,,unreleased,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Implemented,Tested,Draft,N/A,,,,,Lidar Serial Number,,,,,,,,,,,,,,,,,,,,,
2006,Low LiDAR Packet Count (Trailer RS-LiDAR-16),The amount of packets received from the LiDAR is low.,No Display,,No,No,INFO,,,unreleased,"Hardware /
LiDAR",,,FALSE,Implemented,Tested,Draft,N/A,,,,,"Packet loss percentage as double
Value > 0.1",,,,,,,,,,,,,,,,,,,,,
2007,LiDAR Partially Blocked (Trailer RS-LiDAR-16),The vehicle detects that the LiDAR is partially blocked. ,Amber,,No,No,INFO,,,unreleased,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,FALSE,Implemented,Tested,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Stopping For LiDAR Obstruction (Trailer RS-LiDAR-16),The vehicle detects that there is an object blocking the LiDAR for an extended amount of time. It will need help from someone to go onto the vehicle to remove the obstructing object.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,unreleased,"Hardware /
LiDAR",,,TRUE,Implemented,Tested,Draft,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,LiDAR Obstructed 1 (Trailer RS-LiDAR-16),There are too few points detected by the LiDAR (< 6000). This could indicate that the lidar is blocked by something or malfunctioning. ,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",unreleased,"Hardware /
LiDAR","1. If alert persist, wipe LiDAR with microfiber cloth, check for any damage or cracks on the sensor surface.
2. If alert persist, send to SR for further checks.",,TRUE,Implemented,Tested,Implemented,N/A,,,,FT-016,Latest number of points detected by LiDAR as int,,,,,,,,,,,,,,,,,,,,,
2010,LiDAR Connection Error (Trailer RS-LiDAR-16),There is an issue with the connection to the LiDAR. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Soft Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",unreleased,"Hardware /
LiDAR"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Implemented,Tested,Implemented,N/A,,,yes,FT-016,"Lidar packet count as uint32_t
Value > 375",,,,,,,,,,,,,,,,,,,,,
2011,Job Rejected,A job has been rejected. A reason will be provided to explain why the vehicle could not accept the job.,Amber,,No,No,INFO,,,unreleased,"Operations /
Informational",,,FALSE,N/A,Tested,N/A,Tested,,,,,"1. xxx is not possible, rejected from Mission State Machine
2. Ongoing job executing, rejected from Mission State Machine
3. Unknown job response from Mission State Machine",,,,,,,,,,,,,,,,,,,,,
2012,Wheel Angle Sensor Connection Error (Left Front),The vehicle is not able to receive data from the wheel angle sensor. This is a critical fault because in this case the vehicle will be unable to steer in autonomous mode.,Red,Vehicle performs Hard Stop and then Pause,No,No,ERROR,,,unreleased,"Hardware /
Other Sensors",,,TRUE,N/A,Tested,N/A,N/A,,,,,Displays current wheel angle deviation,,,,,,,,,,,,,,,,,,,,,
2013,Wheel Angle Sensor Connection Error (Right Front),The vehicle is not able to receive data from the wheel angle sensor. This is a critical fault because in this case the vehicle will be unable to steer in autonomous mode.,Red,Vehicle performs Hard Stop and then Pause,No,No,ERROR,,,unreleased,"Hardware /
Other Sensors",,,TRUE,N/A,Tested,N/A,N/A,,,,,Displays current wheel angle deviation,,,,,,,,,,,,,,,,,,,,,
2014,Waiting For Pallet Loading,The vehicle is waiting for a human operator to load the pallets and press the next mission button before it proceeds.,Amber - Action Required,,Yes,No,WARNING,Pallet loading required,,unreleased,"Operations /
Informational",,,TRUE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,High EPS Tire Angle Deviation,The vehicle detects that the wheel angle deviation is high (> 200 degrees). The vehicle can be paused in order to initiate the EPS zeroing procedure during this situation.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Steering",,,FALSE,N/A,Tested,N/A,N/A,,,,,"EPS wheel angle deviation as double
300.0 > Value > 200.0",,,,,,,,,,,,,,,,,,,,,
2016,Critically High EPS Tire Angle Deviation,The vehicle detects that the wheel angle deviation is critically high (> 300 degrees). The vehicle can be paused in order to initiate the EPS zeroing procedure during this situation.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Hardware /
Steering",,,TRUE,N/A,Tested,N/A,N/A,,,,,"EPS wheel angle deviation as double
Value >= 300.0",,,,,,,,,,,,,,,,,,,,,
2017,Mission State Failure Detected,The vehicle has identified that it is unable to proceed with the current mission due to a failure. A reason will be displayed along with the alert to indicate why this happened.,Red,Vehicle performs Hard Stop and then Pause,Yes,"Yes, Non-Technical Timeout",ERROR,Job assignment required,"Observe the vehicle performance, resume vehicle when error disappears.",unreleased,"Operations /
Informational",,,TRUE,N/A,Tested,N/A,Tested,,,,,"1. No Retry Point
2. Retry Maxed Out
3. Route Plan Failed
4. Unknown Fail Reason",,,,,,,,,,,,,,,,,,,,,
2018,Waiting For Pallet Offloading,The vehicle is waiting for a human operator to offload the pallets and press the next mission button before it proceeds.,Amber - Action Required,,Yes,No,WARNING,Pallet offloading required,,unreleased,"Operations /
Informational",,,TRUE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Fifth Wheel Movement In Progress,"The vehicle is in the process of moving the fifth wheel. While this is ongoing, the vehicle will be stopped.",Amber,,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,N/A,Tested,N/A,Tested,,,,,"1. Fifth wheel is moving from low to half
2. Fifth wheel is moving from half to high
3. Fifth wheel is moving from high to half
4. Fifth wheel is moving from half to low",,,,,,,,,,,,,,,,,,,,,
2020,Wall Distance Check Not Active,The vehicle is currently performing docking but the wall distance check is not active. If this happens close to the kingpin it might lead to harsh docking.,No Display,,No,No,INFO,,,unreleased,"Venti /
Middleware",,,FALSE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,Trailer Pose Estimation Error,The vehicle is currently unable to estimate the pose of the trailer.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Venti /
Middleware",,,FALSE,N/A,Tested,N/A,Tested,,,,,"1. [4] Time Jump!
2. [4] TF Error!
3. [4] Odom jump!
4. [1] Unknown load status!
5. [2] Invalid trailer angle uncertainty: XXX
6. [2] Critical angle uncertainty: XXX
7. [2] High angle uncertainty: XXX
8. [3] Invalid time!
9. [3] Critical time since last detection: XXXs
10. [3] High time since last detection: XXXs",,,,,,,,,,,,,,,,,,,,,
2022,Tire Angle Slip Detected,The vehicle detects a slip on the tire angle sensor. The hardware will need to be checked in order to ensure that the vehicle can steer itself properly.,No Display,,No,No,INFO,,,unreleased,"Hardware /
Steering",,,FALSE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,Job Cycle Destination Update In Progress,The vehicle is currently stopping in order to safely update the job destination based on the job cycle update.,Amber,Vehicle performs Temporary Safe Stop,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,FMS Stop Order Received,The vehicle has received a request from the FMS to go into TN mode. It will perform a stop before it switches to TN.,Amber,Vehicle performs Temporary Soft Stop,No,No,INFO,,,unreleased,"Operations /
Informational",,,TRUE,N/A,Tested,N/A,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,Pallet Load Detected,The vehicle currently detects that it is carrying a pallet load. It will limit the deceleration to prevent harsh brakes during this situation.,Amber,,No,No,INFO,,,unreleased,"Operations /
Informational",,,FALSE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,Waiting For Job Instruction,The vehicle is currently at a standby location waiting for a job to be sent from the FMS.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Operations /
Informational",,,FALSE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,Waiting For Groundhandler To Retrieve Faulty Pallets,The vehicle is currently at the respective staging location and waiting for the ground handler to retrieve the faulty pallets.,Amber - Action Required,,No,No,WARNING,,,unreleased,"Operations /
Informational",,,FALSE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,Fallen Pallet Detected,The vehicle has detected that a pallet has fallen off from the trailer. It will require a human operator to HOLD and UNHOLD the vehicle before it is able to resume.,Amber - Action Required,,No,No,INFO,,,unreleased,"Operations /
Informational",,,FALSE,N/A,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Deceleration Limit Applied,The deceleration rate of the vehicle is currently limited. The reason for the limit will be provided in the text accompanying the alert.,Amber,,No,No,INFO,,,unreleased,"Operations /
Informational",,,FALSE,N/A,Tested,N/A,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,Terberg Emergency Stop,The Terberg Drive By Wire has the Emergency Stop activated.,Red,Vehicle performs Hard Stop and then Pause,No,No,ERROR,,,unreleased,"Hardware /
Terberg",,,FALSE,N/A,N/A,N/A,Tested,,,,,Displays emergency stop state,,,,,,,,,,,,,,,,,,,,,
3001,Terberg Protective Stop,The Terberg Drive By Wire has the Protective Stop activated.,Red,Vehicle performs Hard Stop and then Pause,No,No,ERROR,,,unreleased,"Hardware /
Terberg",,,FALSE,N/A,N/A,N/A,Tested,,,,,Displays protective stop state,,,,,,,,,,,,,,,,,,,,,
3002,Terberg Safe Stop,The Terberg Drive By Wire has the Safe Stop activated.,Red,Vehicle performs Hard Stop and then Pause,No,No,ERROR,,,unreleased,"Hardware /
Terberg",,,FALSE,N/A,N/A,N/A,Tested,,,,,Display safe stop state,,,,,,,,,,,,,,,,,,,,,
3003,LiDAR Thermal Error (Top Front OS-LiDAR-128),,Amber,,No,No,INFO,,,unreleased,"Hardware /
LiDAR",,,FALSE,N/A,N/A,N/A,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,LiDAR Thermal Error (Right OS-LiDAR-64),,Amber,,No,No,INFO,,,unreleased,"Hardware /
LiDAR",,,FALSE,N/A,N/A,N/A,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
3005,LiDAR Thermal Error (Left OS-LiDAR-64),,Amber,,No,No,INFO,,,unreleased,"Hardware /
LiDAR",,,FALSE,N/A,N/A,N/A,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,LiDAR Thermal Error (Right OS-LiDAR-32),,Amber,,No,No,INFO,,,unreleased,"Hardware /
LiDAR",,,FALSE,N/A,N/A,N/A,Tested,,,,,,,,,,,,,,,,,,,,,,,,,,
