SPN,FMI,Foutcodelijst,Foutcode,Omschrijving,Categorie,Oorzaak,Effect,Aangeraden actie
517116,6,Terberg - CC2 (ytxx3) - 4.1,"Blue hose pressure switch error, automatic hand brake system deactivated.",Blue hose pressure input short circuit to ground. Automatic hand brake system deactivated.,Warning,,,
517116,11,Terberg - CC2 (ytxx3) - 4.1,"Blue hose pressure switch error, automatic hand brake system deactivated.","Blue hose pressure input error root cause not known, automatic hand brake system deactivated",Warning,,,
517119,31,Terberg - CC2 (ytxx3) - 4.1,5th Wheel Unintended Movement detected,Unintended movement of the 5th wheel detected without a command,Critical,,,
517120,31,Terberg - CC2 (ytxx3) - 4.1,5th wheel movement with DBW command failed,The intended movement via DBW command did not reach the correct position,Critical,,,
517121,31,Terberg - CC2 (ytxx3) - 4.1,5th wheel auto lift test failed, Condition Exists,Critical,,,
517122,31,Terberg - CC2 (ytxx3) - 4.1,5th wheel auto lower test failed, Condition Exists,Critical,,,
517123,31,Terberg - CC2 (ytxx3) - 4.1,5th Wheel Height Safety Check failed, Condition Exists,Critical,,,
517124,14,Terberg - CC2 (ytxx3) - 4.1,Safety PLC CPU load,Critical CPU load value has been exceeded,Critical,,,"Execute ignition key off/on cycle. If the problem still persists, please contact aftersales."
517125,14,Terberg - CC2 (ytxx3) - 4.1,Standard PLC CPU load,Critical CPU load value has been exceeded,Critical,,,"Execute ignition key off/on cycle. If the problem still persists, please contact aftersales."
517126,31,Terberg - CC2 (ytxx3) - 4.1,5th Wheel Blocked because of software integrity, Condition Exists,Critical,,,
517127,31,Terberg - CC2 (ytxx3) - 4.1,5th Wheel Blocked because of safety function not ok, Condition Exists,Critical,,,please press reset button
517129,2,Terberg - CC2 (ytxx3) - 4.1,ATCC2 12 message,crc or message counter error,Warning,,,
517129,9,Terberg - CC2 (ytxx3) - 4.1,ATCC2 12 message,Message time-out,Warning,,,
517715,14,Terberg - CC2 (ytxx3) - 4.1,CAN bus object overflow,Too many CAN messages assigned to one or more multi CAN handlers,Critical,"A multi Tx can objects, has more message assigned than can be processed",The last added message won't be sent,Removed the added message or claim an extra CAN object for the additional message(s)
519665,9,Terberg - CC2 (ytxx3) - 4.1,ATCC2 limiter request message,Message time-out,Warning,,,
520192,3,PVED - CLS,Analogue sensor connected to AD1,Raw ADC count for AD1 above upper limit or voltage above normal or short-circuit to high source,Critical,Wire connected to AD1 short circuit to a source higher than 4.9V.,"In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD1 input
520192,3,PVED - CLS,Analogue sensor connected to AD1,Raw ADC count for AD1 above upper limit or voltage above normal or short-circuit to high source,Critical,Wire connected to AD1 short circuit to a source higher than 4.9V.,"In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD1 input
520192,4,PVED - CLS,Analogue sensor connected to AD1,Voltage below normal or short-circuit to low source or raw ADC count for AD1 below lower limit,Critical,"1. Wire connected to AD1 lost connection (open circuit).
2. Wire connected to AD1 short circuit to GND.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD1 input
520192,4,PVED - CLS,Analogue sensor connected to AD1,Voltage below normal or short-circuit to low source or raw ADC count for AD1 below lower limit,Critical,"1. Wire connected to AD1 lost connection (open circuit).
2. Wire connected to AD1 short circuit to GND.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD1 input
520192,13,PVED - CLS,Analogue sensor connected to AD1,AD1 exceeded calibration limit,Critical,"1. Wheel angle sensors are not calibrated properly.
2. Vehicle geometry has changed and it is now possible to steer the wheels 
further than the calibrated max points.
3. Mechanical link integrity lost","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop","Please recalibrate the steering system. If this problem persists afterwards, please contact the Aftersales department"
520192,13,PVED - CLS,Analogue sensor connected to AD1,AD1 exceeded calibration limit,Critical,"1. Wheel angle sensors are not calibrated properly.
2. Vehicle geometry has changed and it is now possible to steer the wheels 
further than the calibrated max points.
3. Mechanical link integrity lost","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop","Please recalibrate the steering system. If this problem persists afterwards, please contact the Aftersales department"
520192,25,PVED - CLS,Analogue sensor connected to AD1,Difference between Primary and Redundant Wheel Angle Sensor Signals is out of range / Signal cross,Critical,"1. Wheel angle sensors are not calibrated properly.
2. Sensor characteristics have changed.
3. If two physical separated sensors are used, one of them has lost the 
mechanical connection or has increased hysteresis
4. WAS crosscheck threshold parameter (P3375) does not match the wheel 
angle sensor mounting.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop","Please recalibrate the steering system. If this problem persists afterwards, please contact the Aftersales department"
520192,25,PVED - CLS,Analogue sensor connected to AD1,Difference between Primary and Redundant Wheel Angle Sensor Signals is out of range / Signal cross,Critical,"1. Wheel angle sensors are not calibrated properly.
2. Sensor characteristics have changed.
3. If two physical separated sensors are used, one of them has lost the 
mechanical connection or has increased hysteresis
4. WAS crosscheck threshold parameter (P3375) does not match the wheel 
angle sensor mounting.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop","Please recalibrate the steering system. If this problem persists afterwards, please contact the Aftersales department"
520193,3,PVED - CLS,Analogue sensor connected to AD2,Raw ADC count for AD2 above upper limit or voltage above normal or short-circuit to high source,Critical,1. Wire connected to AD2 short circuit to a source higher than 4.9V.,"In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD2 input
520193,3,PVED - CLS,Analogue sensor connected to AD2,Raw ADC count for AD2 above upper limit or voltage above normal or short-circuit to high source,Critical,1. Wire connected to AD2 short circuit to a source higher than 4.9V.,"In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD2 input
520193,4,PVED - CLS,Analogue sensor connected to AD2,Raw ADC count for AD2 below lower limit,Critical,"1. Wire connected to AD2 lost connection (open circuit).
2. Wire connected to AD2 short circuit to GND.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD2 input
520193,4,PVED - CLS,Analogue sensor connected to AD2,Raw ADC count for AD2 below lower limit,Critical,"1. Wire connected to AD2 lost connection (open circuit).
2. Wire connected to AD2 short circuit to GND.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Check wiring to the AD2 input
520195,0,PVED - CLS,Temperature sensor,"Data valid, but above normal 
operational range - Most severe 
level",Critical,"1. Ambient Temperature + self-heating of PVED-CLS (~15 °C) is above 120
°C.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please stop operation and try to cool the PVED down
520195,0,PVED - CLS,Temperature sensor,"Data valid, but above normal 
operational range - Most severe 
level",Critical,"1. Ambient Temperature + self-heating of PVED-CLS (~15 °C) is above 120
°C.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please stop operation and try to cool the PVED down
520195,1,PVED - CLS,Temperature sensor,"Data valid, but below normal 
operational range - Most severe 
level",Critical,"1. Ambient Temperature is below -40 °C.
","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please stop operation and try to cool the PVED down
520195,1,PVED - CLS,Temperature sensor,"Data valid, but below normal 
operational range - Most severe 
level",Critical,"1. Ambient Temperature is below -40 °C.
","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please stop operation and try to cool the PVED down
520195,16,PVED - CLS,Temperature sensor,"Data valid, but above normal 
operating range - Moderately 
severe level",Warning,"1. Average ambient temperature + self-heating of PVED-CLS (~15 °C) is 
above 85 °C. This error code can only get active above 500hours of 
operation and has severity level INFO.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please stop operation and try to cool the PVED down
520195,16,PVED - CLS,Temperature sensor,"Data valid, but above normal 
operating range - Moderately 
severe level",Warning,"1. Average ambient temperature + self-heating of PVED-CLS (~15 °C) is 
above 85 °C. This error code can only get active above 500hours of 
operation and has severity level INFO.","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please stop operation and try to cool the PVED down
520197,3,PVED - CLS,5V sensor,5V sensor value above specified limit or short-circuit to high source,Critical,1. Sensor supply wire above 5.25V,"In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please measure the sensor supply voltage
520197,3,PVED - CLS,5V sensor,5V sensor value above specified limit or short-circuit to high source,Critical,1. Sensor supply wire above 5.25V,"In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please measure the sensor supply voltage
520197,4,PVED - CLS,5V sensor,5V sensor value below specified limit or short-circuit to low source,Critical,"1. Sensor supply wire below 4.75V 
2. Sensor supply wire shortcut to GND
3. Too high load on sensor supply wire","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please measure the sensor supply voltage
520197,4,PVED - CLS,5V sensor,5V sensor value below specified limit or short-circuit to low source,Critical,"1. Sensor supply wire below 4.75V 
2. Sensor supply wire shortcut to GND
3. Too high load on sensor supply wire","In manual mode: You are probably unable to go to DBW mode since the PVED has an error and will probably not finish the preparation phase.

In DBW mode: Probably the automatic steering will fail, causing a protective stop",Please measure the sensor supply voltage
